user_id,date_served,marketing_channel,variant,language_displayed,language_preferred,age_group,date_subscribed,date_canceled
a100006582,1/1/2018,Facebook,personalization,English,English,30-36 years,,
a100006583,1/11/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006584,1/2/2018,Instagram,personalization,English,English,36-45 years,,
a100006585,1/12/2018,Email,personalization,English,English,36-45 years,,
a100006586,1/2/2018,Instagram,personalization,English,English,45-55 years,,
a100006587,1/13/2018,Facebook,personalization,English,English,45-55 years,,
a100006588,1/2/2018,Facebook,personalization,English,English,55+ years,,
a100006589,1/14/2018,Instagram,personalization,English,English,55+ years,,
a100006590,1/2/2018,Youtube,personalization,German,German,0-18 years,,
a100006591,1/15/2018,Facebook,personalization,German,German,0-18 years,,
a100006592,1/2/2018,Youtube,personalization,English,English,19-24 years,,
a100006593,1/16/2018,Instagram,personalization,English,English,19-24 years,,
a100006594,1/2/2018,Youtube,personalization,English,English,24-30 years,,
a100006595,1/17/2018,Facebook,personalization,English,English,24-30 years,,
a100006596,1/2/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006597,1/18/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006598,1/3/2018,Facebook,personalization,English,English,36-45 years,,
a100006599,1/19/2018,Facebook,personalization,English,English,36-45 years,,
a100006600,1/3/2018,Instagram,personalization,English,English,45-55 years,,
a100006601,1/20/2018,Instagram,personalization,English,English,45-55 years,,
a100006602,1/3/2018,Instagram,personalization,English,English,55+ years,,
a100006603,1/21/2018,Facebook,personalization,English,English,55+ years,,
a100006604,1/3/2018,Facebook,personalization,English,English,0-18 years,,
a100006605,1/22/2018,Instagram,personalization,English,English,0-18 years,,
a100006606,1/3/2018,Youtube,personalization,German,German,19-24 years,,
a100006607,1/23/2018,Facebook,personalization,German,German,19-24 years,,
a100006608,1/3/2018,Youtube,personalization,English,English,24-30 years,,
a100006609,1/24/2018,LinkedIn,personalization,English,English,24-30 years,,
a100006610,1/3/2018,Youtube,personalization,German,German,30-36 years,,
a100006611,1/25/2018,Facebook,personalization,German,German,30-36 years,,
a100006612,1/4/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006613,1/26/2018,Instagram,personalization,English,English,36-45 years,,
a100006614,1/4/2018,Facebook,personalization,English,English,45-55 years,,
a100006615,1/27/2018,Facebook,personalization,English,English,45-55 years,,
a100006616,1/4/2018,Instagram,personalization,English,English,55+ years,,
a100006617,1/28/2018,Instagram,personalization,English,English,55+ years,,
a100006618,1/4/2018,Instagram,personalization,English,English,0-18 years,,
a100006619,1/29/2018,Facebook,personalization,English,English,0-18 years,,
a100006620,1/4/2018,Facebook,personalization,English,English,19-24 years,,
a100006621,1/30/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006622,1/4/2018,Youtube,personalization,German,German,24-30 years,,
a100006623,1/31/2018,Youtube,personalization,German,German,24-30 years,,
a100006624,1/4/2018,Youtube,personalization,English,English,30-36 years,,
a100006625,1/11/2018,Youtube,personalization,English,English,30-36 years,,
a100006626,1/5/2018,Youtube,personalization,German,German,36-45 years,,
a100006627,1/12/2018,Youtube,personalization,English,German,36-45 years,,
a100006628,1/5/2018,LinkedIn,personalization,English,English,45-55 years,,
a100006629,1/13/2018,Youtube,personalization,English,English,45-55 years,,
a100006630,1/5/2018,Facebook,personalization,English,English,55+ years,,
a100006631,1/14/2018,Youtube,personalization,English,English,55+ years,,
a100006632,1/5/2018,Instagram,personalization,English,English,0-18 years,,
a100006633,1/15/2018,Youtube,personalization,English,English,0-18 years,,
a100006634,1/5/2018,Instagram,personalization,English,English,19-24 years,,
a100006635,1/16/2018,Youtube,personalization,English,English,19-24 years,,
a100006636,1/5/2018,Facebook,personalization,English,English,24-30 years,,
a100006637,1/17/2018,Youtube,personalization,English,English,24-30 years,,
a100006638,1/5/2018,Youtube,personalization,English,English,30-36 years,,
a100006639,1/18/2018,Youtube,personalization,English,English,30-36 years,,
a100006640,1/6/2018,Youtube,personalization,English,English,36-45 years,,
a100006641,1/19/2018,Youtube,personalization,English,English,36-45 years,,
a100006642,1/6/2018,Youtube,personalization,English,English,45-55 years,,
a100006643,1/20/2018,Youtube,personalization,English,English,45-55 years,,
a100006644,1/6/2018,LinkedIn,personalization,English,English,55+ years,,
a100006645,1/21/2018,Youtube,personalization,English,English,55+ years,,
a100006646,1/6/2018,Facebook,personalization,English,English,0-18 years,,
a100006647,1/22/2018,Youtube,personalization,English,English,0-18 years,,
a100006648,1/6/2018,Instagram,personalization,English,English,19-24 years,,
a100006649,1/23/2018,Youtube,personalization,English,English,19-24 years,,
a100006650,1/6/2018,Instagram,personalization,English,English,24-30 years,,
a100006651,1/24/2018,Youtube,personalization,English,English,24-30 years,,
a100006652,1/6/2018,Facebook,personalization,English,English,30-36 years,,
a100006653,1/25/2018,Youtube,personalization,English,English,30-36 years,,
a100006654,1/7/2018,Youtube,personalization,English,English,36-45 years,,
a100006655,1/26/2018,Youtube,personalization,English,English,36-45 years,,
a100006656,1/7/2018,Youtube,personalization,English,English,45-55 years,,
a100006657,1/27/2018,Youtube,personalization,English,English,45-55 years,,
a100006658,1/7/2018,Youtube,personalization,English,English,55+ years,,
a100006659,1/28/2018,Youtube,personalization,English,English,55+ years,,
a100006660,1/7/2018,LinkedIn,personalization,English,English,0-18 years,,
a100006661,1/29/2018,Youtube,personalization,English,English,0-18 years,,
a100006662,1/7/2018,Facebook,personalization,English,English,19-24 years,,
a100006663,1/30/2018,Youtube,personalization,English,English,19-24 years,,
a100006664,1/7/2018,Instagram,personalization,English,English,24-30 years,,
a100006665,1/31/2018,Youtube,personalization,English,English,24-30 years,,
a100006666,1/8/2018,Instagram,personalization,English,English,30-36 years,,
a100006667,1/1/2018,Youtube,personalization,English,English,30-36 years,,
a100006668,1/8/2018,Facebook,personalization,English,English,36-45 years,,
a100006669,1/1/2018,Youtube,personalization,English,English,36-45 years,,
a100006670,1/8/2018,Youtube,personalization,English,English,45-55 years,,
a100006671,1/1/2018,Youtube,personalization,English,English,45-55 years,,
a100006672,1/8/2018,Youtube,personalization,German,German,55+ years,,
a100006673,1/1/2018,Youtube,personalization,German,German,55+ years,,
a100006674,1/8/2018,Youtube,personalization,German,German,0-18 years,,
a100006675,1/1/2018,Youtube,personalization,German,German,0-18 years,,
a100006676,1/8/2018,LinkedIn,personalization,English,English,19-24 years,,
a100006677,1/1/2018,Youtube,personalization,English,English,19-24 years,,
a100006678,1/8/2018,Facebook,personalization,English,English,24-30 years,,
a100006679,1/1/2018,Youtube,personalization,English,English,24-30 years,,
a100006680,1/9/2018,Instagram,personalization,English,English,30-36 years,,
a100006681,1/1/2018,Youtube,personalization,English,English,30-36 years,,
a100006682,1/9/2018,Instagram,personalization,English,English,36-45 years,,
a100006683,1/1/2018,Youtube,personalization,English,English,36-45 years,,
a100006684,1/9/2018,Facebook,personalization,English,English,45-55 years,,
a100006685,1/2/2018,Youtube,personalization,English,English,45-55 years,,
a100006686,1/9/2018,Youtube,personalization,English,English,55+ years,,
a100006687,1/3/2018,Youtube,personalization,English,English,55+ years,,
a100006688,1/9/2018,Youtube,personalization,English,English,0-18 years,,
a100006689,1/4/2018,Youtube,personalization,English,English,0-18 years,,
a100006690,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100006691,1/5/2018,Youtube,personalization,English,English,19-24 years,,
a100006692,1/9/2018,LinkedIn,personalization,English,English,24-30 years,,
a100006693,1/6/2018,Youtube,personalization,English,English,24-30 years,,
a100006694,1/10/2018,Facebook,personalization,English,English,30-36 years,,
a100006695,1/7/2018,Youtube,personalization,English,English,30-36 years,,
a100006696,1/10/2018,Instagram,personalization,English,English,36-45 years,,
a100006697,1/8/2018,Youtube,personalization,English,English,36-45 years,,
a100006698,1/10/2018,Instagram,personalization,English,English,45-55 years,,
a100006699,1/9/2018,Youtube,personalization,English,English,45-55 years,,
a100006700,1/10/2018,Facebook,personalization,English,English,55+ years,,
a100006701,1/10/2018,Youtube,personalization,English,English,55+ years,,
a100006702,1/10/2018,Youtube,personalization,English,English,0-18 years,,
a100006703,1/11/2018,Youtube,personalization,English,English,0-18 years,,
a100006704,1/10/2018,Youtube,personalization,English,English,19-24 years,,
a100006705,1/12/2018,Youtube,personalization,English,English,19-24 years,,
a100006706,1/10/2018,Youtube,personalization,German,German,24-30 years,,
a100006707,1/13/2018,Youtube,personalization,English,German,24-30 years,,
a100006708,1/11/2018,LinkedIn,personalization,English,English,30-36 years,,
a100006709,1/14/2018,Youtube,personalization,English,English,30-36 years,,
a100006710,1/11/2018,Facebook,personalization,English,English,36-45 years,,
a100006711,1/15/2018,Youtube,personalization,English,English,36-45 years,,
a100006712,1/11/2018,Instagram,personalization,English,English,45-55 years,,
a100006713,1/16/2018,Youtube,personalization,English,English,45-55 years,,
a100006714,1/11/2018,Instagram,personalization,English,English,55+ years,,
a100006715,1/17/2018,Youtube,personalization,English,English,55+ years,,
a100006716,1/11/2018,Facebook,personalization,English,English,0-18 years,,
a100006717,1/18/2018,Youtube,personalization,English,English,0-18 years,,
a100006718,1/11/2018,Youtube,personalization,English,German,19-24 years,,
a100006719,1/19/2018,Youtube,personalization,English,German,19-24 years,,
a100006720,1/11/2018,Youtube,personalization,English,English,24-30 years,,
a100006721,1/20/2018,Youtube,personalization,English,English,24-30 years,,
a100006722,1/12/2018,Youtube,personalization,English,German,30-36 years,,
a100006723,1/21/2018,Youtube,personalization,English,German,30-36 years,,
a100006724,1/12/2018,LinkedIn,personalization,English,English,36-45 years,,
a100006725,1/22/2018,Youtube,personalization,English,English,36-45 years,,
a100006726,1/12/2018,Facebook,personalization,English,English,45-55 years,,
a100006727,1/23/2018,Youtube,personalization,English,English,45-55 years,,
a100006728,1/12/2018,Instagram,personalization,English,English,55+ years,,
a100006729,1/24/2018,Youtube,personalization,English,English,55+ years,,
a100006730,1/12/2018,Instagram,personalization,English,English,0-18 years,,
a100006731,1/25/2018,Youtube,personalization,English,English,0-18 years,,
a100006732,1/12/2018,Facebook,personalization,English,English,19-24 years,,
a100006733,1/26/2018,Youtube,personalization,English,English,19-24 years,,
a100006734,1/12/2018,Youtube,personalization,English,English,24-30 years,,
a100006735,1/27/2018,Youtube,personalization,English,English,24-30 years,,
a100006736,1/13/2018,Youtube,personalization,English,English,30-36 years,,
a100006737,1/28/2018,Youtube,personalization,English,English,30-36 years,,
a100006738,1/13/2018,Youtube,personalization,English,English,36-45 years,,
a100006739,1/29/2018,Youtube,personalization,English,English,36-45 years,,
a100006740,1/13/2018,LinkedIn,personalization,English,English,45-55 years,,
a100006741,1/30/2018,Youtube,personalization,English,English,45-55 years,,
a100006742,1/13/2018,Facebook,personalization,English,English,55+ years,,
a100006743,1/31/2018,Youtube,personalization,English,English,55+ years,,
a100006744,1/13/2018,Instagram,personalization,English,English,0-18 years,,
a100006745,1/1/2018,Youtube,personalization,English,English,0-18 years,,
a100006746,1/13/2018,Instagram,personalization,English,English,19-24 years,,
a100006747,1/2/2018,Youtube,personalization,English,English,19-24 years,,
a100006748,1/13/2018,Facebook,personalization,English,English,24-30 years,,
a100006749,1/3/2018,Youtube,personalization,English,English,24-30 years,,
a100006750,1/14/2018,Youtube,personalization,English,German,30-36 years,,
a100006751,1/4/2018,Youtube,personalization,German,German,30-36 years,,
a100006752,1/14/2018,Youtube,personalization,English,English,36-45 years,,
a100006753,1/5/2018,Youtube,personalization,English,English,36-45 years,,
a100006754,1/14/2018,Youtube,personalization,English,German,45-55 years,,
a100006755,1/6/2018,Youtube,personalization,German,German,45-55 years,,
a100006756,1/14/2018,LinkedIn,personalization,English,English,55+ years,,
a100006757,1/7/2018,Youtube,personalization,English,English,55+ years,,
a100006758,1/14/2018,Facebook,personalization,English,English,0-18 years,,
a100006759,1/8/2018,Youtube,personalization,English,English,0-18 years,,
a100006760,1/14/2018,Instagram,personalization,English,English,19-24 years,,
a100006761,1/9/2018,Youtube,personalization,English,English,19-24 years,,
a100006762,1/14/2018,Instagram,personalization,English,English,24-30 years,,
a100006763,1/10/2018,Youtube,personalization,English,English,24-30 years,,
a100006764,1/15/2018,Facebook,personalization,English,English,30-36 years,,
a100006765,1/11/2018,Youtube,personalization,English,English,30-36 years,,
a100006766,1/15/2018,Youtube,personalization,English,English,36-45 years,,
a100006767,1/12/2018,Youtube,personalization,English,English,36-45 years,,
a100006768,1/15/2018,Youtube,personalization,English,German,45-55 years,,
